step,id,x,y,active,λ,G,P,M,Yp
1,1,-662.3346120733449,662.9362636699584,false,0.13,0.0,0.0,0.0,0.014835738939808647
1,2,1855.6073855376585,1714.873746949921,false,0.13,0.0,0.0,0.0,0.014835738939808647
1,3,-1510.2147591116313,1419.3288173409892,false,0.13,0.0,0.0,0.0,0.014835738939808647
1,4,5.587186371637017,328.4233246653689,false,0.13,0.0,0.0,0.0,0.014835738939808647
1,5,654.953551751501,-476.9389209176463,false,0.13,0.0,0.0,0.0,0.014835738939808647
1,6,-1134.6805193377177,1976.6622628409214,false,0.13,0.0,0.0,0.0,0.014835738939808647
1,7,176.79050608689658,1042.3355849655013,false,0.13,0.0,0.0,0.0,0.014835738939808647
1,8,288.07481698660695,940.9132613757924,false,0.13,0.0,0.0,0.0,0.014835738939808647
1,9,527.0308866557975,1967.4312675294573,false,0.13,0.0,0.0,0.0,0.014835738939808647
1,10,1921.0856495760445,-1372.5702129777865,false,0.13,0.0,0.0,0.0,0.014835738939808647
1,11,114.1876480439073,23.687824355961084,false,0.13,0.0,0.0,0.0,0.014835738939808647
1,12,-267.01268451004216,615.4472813213274,false,0.13,0.0,0.0,0.0,0.014835738939808647
1,13,605.0008514601186,-497.5181141761666,false,0.13,0.0,0.0,0.0,0.014835738939808647
1,14,1969.8257185841408,-1730.6851527009858,false,0.13,0.0,0.0,0.0,0.014835738939808647
1,15,44.39998248278175,929.0252760336689,false,0.13,0.0,0.0,0.0,0.014835738939808647
1,16,-1398.7380354396282,-153.4480219577556,false,0.13,0.0,0.0,0.0,0.014835738939808647
1,17,736.3560708841333,1736.724920545305,false,0.13,0.0,0.0,0.0,0.014835738939808647
1,18,1692.4763326822313,1362.1452072444727,false,0.13,0.0,0.0,0.0,0.014835738939808647
1,19,-1066.14736419387,-1144.8654815739512,false,0.13,0.0,0.0,0.0,0.014835738939808647
1,20,1862.3685555355282,1757.5253848220896,false,0.13,0.0,0.0,0.0,0.014835738939808647
2,1,-662.3346120733449,662.9362636699584,true,0.13,19.803163552187083,0.012915864979712421,0.30719091530894327,8.338618493109889e-10
2,2,1855.6073855376585,1714.873746949921,true,0.13,19.803163552187083,0.012915864979712421,0.30719091530894327,8.338618493109889e-10
2,3,-1510.2147591116313,1419.3288173409892,true,0.13,19.803163552187083,0.012915864979712421,0.30719091530894327,8.338618493109889e-10
2,4,5.587186371637017,328.4233246653689,true,0.13,19.803163552187083,0.012915864979712421,0.30719091530894327,8.338618493109889e-10
2,5,654.953551751501,-476.9389209176463,true,0.13,19.803163552187083,0.012915864979712421,0.30719091530894327,8.338618493109889e-10
2,6,-1134.6805193377177,1976.6622628409214,true,0.13,19.803163552187083,0.012915864979712421,0.30719091530894327,8.338618493109889e-10
2,7,176.79050608689658,1042.3355849655013,true,0.13,19.803163552187083,0.012915864979712421,0.30719091530894327,8.338618493109889e-10
2,8,288.07481698660695,940.9132613757924,true,0.13,19.803163552187083,0.012915864979712421,0.30719091530894327,8.338618493109889e-10
2,9,527.0308866557975,1967.4312675294573,true,0.13,19.803163552187083,0.012915864979712421,0.30719091530894327,8.338618493109889e-10
2,10,1921.0856495760445,-1372.5702129777865,true,0.13,19.803163552187083,0.012915864979712421,0.30719091530894327,8.338618493109889e-10
2,11,114.1876480439073,23.687824355961084,true,0.13,19.803163552187083,0.012915864979712421,0.30719091530894327,8.338618493109889e-10
2,12,-267.01268451004216,615.4472813213274,true,0.13,19.803163552187083,0.012915864979712421,0.30719091530894327,8.338618493109889e-10
2,13,605.0008514601186,-497.5181141761666,true,0.13,19.803163552187083,0.012915864979712421,0.30719091530894327,8.338618493109889e-10
2,14,1969.8257185841408,-1730.6851527009858,true,0.13,19.803163552187083,0.012915864979712421,0.30719091530894327,8.338618493109889e-10
2,15,44.39998248278175,929.0252760336689,true,0.13,19.803163552187083,0.012915864979712421,0.30719091530894327,8.338618493109889e-10
2,16,-1398.7380354396282,-153.4480219577556,true,0.13,19.803163552187083,0.012915864979712421,0.30719091530894327,8.338618493109889e-10
2,17,736.3560708841333,1736.724920545305,true,0.13,19.803163552187083,0.012915864979712421,0.30719091530894327,8.338618493109889e-10
2,18,1692.4763326822313,1362.1452072444727,true,0.13,19.803163552187083,0.012915864979712421,0.30719091530894327,8.338618493109889e-10
2,19,-1066.14736419387,-1144.8654815739512,true,0.13,19.803163552187083,0.012915864979712421,0.30719091530894327,8.338618493109889e-10
2,20,1862.3685555355282,1757.5253848220896,true,0.13,19.803163552187083,0.012915864979712421,0.30719091530894327,8.338618493109889e-10
3,1,-663.3873811551266,661.2357704296177,true,3.262411184794681e-10,19.999999988881843,0.012915864979712421,0.30719091530894327,8.993960205812589e-10
3,2,1857.3271062487247,1715.8948055554524,true,3.262411184794681e-10,19.999999988881843,0.012915864979712421,0.30719091530894327,8.993960205812589e-10
3,3,-1509.4844162555337,1417.466936756057,true,3.262411184794681e-10,19.999999988881843,0.012915864979712421,0.30719091530894327,8.993960205812589e-10
3,4,6.966691361339952,326.97523420431867,true,3.262411184794681e-10,19.999999988881843,0.012915864979712421,0.30719091530894327,8.993960205812589e-10
3,5,653.4744053913892,-478.28507322900185,true,3.262411184794681e-10,19.999999988881843,0.012915864979712421,0.30719091530894327,8.993960205812589e-10
3,6,-1136.655279642839,1976.345526772062,true,3.262411184794681e-10,19.999999988881843,0.012915864979712421,0.30719091530894327,8.993960205812589e-10
3,7,174.85550159486945,1041.8298601234826,true,3.262411184794681e-10,19.999999988881843,0.012915864979712421,0.30719091530894327,8.993960205812589e-10
3,8,289.8829899139809,941.7679605419976,true,3.262411184794681e-10,19.999999988881843,0.012915864979712421,0.30719091530894327,8.993960205812589e-10
3,9,526.2755608218555,1965.5793812250154,true,3.262411184794681e-10,19.999999988881843,0.012915864979712421,0.30719091530894327,8.993960205812589e-10
3,10,1920.9006727138064,-1370.5787854595383,true,3.262411184794681e-10,19.999999988881843,0.012915864979712421,0.30719091530894327,8.993960205812589e-10
3,11,114.85479548866451,25.57327238944117,true,3.262411184794681e-10,19.999999988881843,0.012915864979712421,0.30719091530894327,8.993960205812589e-10
3,12,-265.2863760846853,616.4571621165413,true,3.262411184794681e-10,19.999999988881843,0.012915864979712421,0.30719091530894327,8.993960205812589e-10
3,13,604.1410601384907,-499.32387132574496,true,3.262411184794681e-10,19.999999988881843,0.012915864979712421,0.30719091530894327,8.993960205812589e-10
3,14,1968.4972739852262,-1732.1802229159305,true,3.262411184794681e-10,19.999999988881843,0.012915864979712421,0.30719091530894327,8.993960205812589e-10
3,15,44.32901346805689,927.0265355805462,true,3.262411184794681e-10,19.999999988881843,0.012915864979712421,0.30719091530894327,8.993960205812589e-10
3,16,-1396.756555609705,-153.17647512273896,true,3.262411184794681e-10,19.999999988881843,0.012915864979712421,0.30719091530894327,8.993960205812589e-10
3,17,737.5225407548019,1738.349527587276,true,3.262411184794681e-10,19.999999988881843,0.012915864979712421,0.30719091530894327,8.993960205812589e-10
3,18,1692.5025923845278,1364.145034844051,true,3.262411184794681e-10,19.999999988881843,0.012915864979712421,0.30719091530894327,8.993960205812589e-10
3,19,-1067.5995639372072,-1146.2406600734382,true,3.262411184794681e-10,19.999999988881843,0.012915864979712421,0.30719091530894327,8.993960205812589e-10
3,20,1864.042324026425,1758.6201446308519,true,3.262411184794681e-10,19.999999988881843,0.012915864979712421,0.30719091530894327,8.993960205812589e-10
4,1,-664.6046815450657,659.6488930680506,true,2.6794997389612244e-10,19.999999988008053,3.262412562321515e-11,0.30719091530894327,9.698359888807018e-10
4,2,1858.8201574645404,1717.2255189231435,true,2.6794997389612244e-10,19.999999988008053,3.262412562321515e-11,0.30719091530894327,9.698359888807018e-10
4,3,-1508.7870390917863,1415.5924594711898,true,2.6794997389612244e-10,19.999999988008053,3.262412562321515e-11,0.30719091530894327,9.698359888807018e-10
4,4,8.556242745758468,325.76142763146896,true,2.6794997389612244e-10,19.999999988008053,3.262412562321515e-11,0.30719091530894327,9.698359888807018e-10
4,5,651.915853572949,-479.53843519955814,true,2.6794997389612244e-10,19.999999988008053,3.262412562321515e-11,0.30719091530894327,9.698359888807018e-10
4,6,-1138.6552785803156,1976.3434651966243,true,2.6794997389612244e-10,19.999999988008053,3.262412562321515e-11,0.30719091530894327,9.698359888807018e-10
4,7,172.88837558471573,1041.46872959282,true,2.6794997389612244e-10,19.999999988008053,3.262412562321515e-11,0.30719091530894327,9.698359888807018e-10
4,8,291.57995840435586,942.8264018217455,true,2.6794997389612244e-10,19.999999988008053,3.262412562321515e-11,0.30719091530894327,9.698359888807018e-10
4,9,526.0367918170265,1963.5936850341711,true,2.6794997389612244e-10,19.999999988008053,3.262412562321515e-11,0.30719091530894327,9.698359888807018e-10
4,10,1920.7547566415117,-1368.584115436741,true,2.6794997389612244e-10,19.999999988008053,3.262412562321515e-11,0.30719091530894327,9.698359888807018e-10
4,11,115.81763884277403,27.326250619610363,true,2.6794997389612244e-10,19.999999988008053,3.262412562321515e-11,0.30719091530894327,9.698359888807018e-10
4,12,-263.5605797443065,617.4679177702654,true,2.6794997389612244e-10,19.999999988008053,3.262412562321515e-11,0.30719091530894327,9.698359888807018e-10
4,13,603.0861209754892,-501.02301915991524,true,2.6794997389612244e-10,19.999999988008053,3.262412562321515e-11,0.30719091530894327,9.698359888807018e-10
4,14,1967.4036929566373,-1733.8547618178106,true,2.6794997389612244e-10,19.999999988008053,3.262412562321515e-11,0.30719091530894327,9.698359888807018e-10
4,15,44.29333927431017,925.0268537678819,true,2.6794997389612244e-10,19.999999988008053,3.262412562321515e-11,0.30719091530894327,9.698359888807018e-10
4,16,-1394.9074486678855,-152.41437045951014,true,2.6794997389612244e-10,19.999999988008053,3.262412562321515e-11,0.30719091530894327,9.698359888807018e-10
4,17,738.7181304982599,1739.9528258020002,true,2.6794997389612244e-10,19.999999988008053,3.262412562321515e-11,0.30719091530894327,9.698359888807018e-10
4,18,1692.4779838812499,1366.1448834437122,true,2.6794997389612244e-10,19.999999988008053,3.262412562321515e-11,0.30719091530894327,9.698359888807018e-10
4,19,-1068.9921086090499,-1147.676215484045,true,2.6794997389612244e-10,19.999999988008053,3.262412562321515e-11,0.30719091530894327,9.698359888807018e-10
4,20,1865.7340120887886,1759.6870052120225,true,2.6794997389612244e-10,19.999999988008053,3.262412562321515e-11,0.30719091530894327,9.698359888807018e-10
5,1,-665.8618246093097,658.0933895109916,true,2.679499741302544e-10,19.999999987068854,2.6795010654723228e-11,0.3072480502298951,1.0445373805269992e-9
5,2,1860.4123390228908,1718.4358733692661,true,2.679499741302544e-10,19.999999987068854,2.6795010654723228e-11,0.3072480502298951,1.0445373805269992e-9
5,3,-1508.13085441436,1413.7031681572016,true,2.679499741302544e-10,19.999999987068854,2.6795010654723228e-11,0.3072480502298951,1.0445373805269992e-9
5,4,10.039988916586374,324.420346984918,true,2.679499741302544e-10,19.999999987068854,2.6795010654723228e-11,0.3072480502298951,1.0445373805269992e-9
5,5,650.460526349278,-480.9103035139535,true,2.679499741302544e-10,19.999999987068854,2.6795010654723228e-11,0.3072480502298951,1.0445373805269992e-9
5,6,-1140.6485352597754,1976.1793682442199,true,2.679499741302544e-10,19.999999987068854,2.6795010654723228e-11,0.3072480502298951,1.0445373805269992e-9
5,7,170.9386258612961,1041.0232231214584,true,2.679499741302544e-10,19.999999987068854,2.6795010654723228e-11,0.3072480502298951,1.0445373805269992e-9
5,8,292.9409273291572,944.2919268422502,true,2.679499741302544e-10,19.999999987068854,2.6795010654723228e-11,0.3072480502298951,1.0445373805269992e-9
5,9,525.3229683663092,1961.7254088015957,true,2.679499741302544e-10,19.999999987068854,2.6795010654723228e-11,0.3072480502298951,1.0445373805269992e-9
5,10,1920.6153865122767,-1366.588977354533,true,2.679499741302544e-10,19.999999987068854,2.6795010654723228e-11,0.3072480502298951,1.0445373805269992e-9
5,11,116.52480585886235,29.197056545236197,true,2.679499741302544e-10,19.999999987068854,2.6795010654723228e-11,0.3072480502298951,1.0445373805269992e-9
5,12,-261.7625547862335,618.3437637899211,true,2.679499741302544e-10,19.999999987068854,2.6795010654723228e-11,0.3072480502298951,1.0445373805269992e-9
5,13,602.248071111331,-502.8389686154851,true,2.679499741302544e-10,19.999999987068854,2.6795010654723228e-11,0.3072480502298951,1.0445373805269992e-9
5,14,1966.1465349950442,-1735.4102533348569,true,2.679499741302544e-10,19.999999987068854,2.6795010654723228e-11,0.3072480502298951,1.0445373805269992e-9
5,15,44.232274839244056,923.0277862015475,true,2.679499741302544e-10,19.999999987068854,2.6795010654723228e-11,0.3072480502298951,1.0445373805269992e-9
5,16,-1393.1117321815152,-151.53380115469795,true,2.679499741302544e-10,19.999999987068854,2.6795010654723228e-11,0.3072480502298951,1.0445373805269992e-9
5,17,739.890849304755,1741.5729278360996,true,2.679499741302544e-10,19.999999987068854,2.6795010654723228e-11,0.3072480502298951,1.0445373805269992e-9
5,18,1692.5077232362828,1368.1446623241793,true,2.679499741302544e-10,19.999999987068854,2.6795010654723228e-11,0.3072480502298951,1.0445373805269992e-9
5,19,-1070.2073139355773,-1149.26469778309,true,2.679499741302544e-10,19.999999987068854,2.6795010654723228e-11,0.3072480502298951,1.0445373805269992e-9
5,20,1867.560698317176,1760.5013868320386,true,2.679499741302544e-10,19.999999987068854,2.6795010654723228e-11,0.3072480502298951,1.0445373805269992e-9
6,1,-667.0028115757538,656.4507852548165,true,2.679499743819127e-10,19.999999986072837,2.6795010654723228e-11,0.30730580764222737,1.1247029776147789e-9
6,2,1862.1586915073685,1719.4106825813474,true,2.679499743819127e-10,19.999999986072837,2.6795010654723228e-11,0.30730580764222737,1.1247029776147789e-9
