step,id,x,y,active,λ,G,Yp
4,12,1188.3511694197348,-387.2266990891825,true,2.6830356408757595e-10,19.99863193739619,0.00010635229742517882
4,13,1186.839853294288,1664.8157920942551,true,2.6830356408757595e-10,19.99863193739619,0.00010635229742517882
4,14,-250.00067117963013,-1143.5098153043264,true,2.6830356408757595e-10,19.99863193739619,0.00010635229742517882
4,15,-1902.3717894570475,601.3052928582001,true,2.6830356408757595e-10,19.99863193739619,0.00010635229742517882
4,16,330.8290001460109,796.2017788314789,true,2.6830356408757595e-10,19.99863193739619,0.00010635229742517882
4,17,232.06872565560116,531.0030463030243,true,2.6830356408757595e-10,19.99863193739619,0.00010635229742517882
4,18,-1989.999235133881,724.9504802126813,true,2.6830356408757595e-10,19.99863193739619,0.00010635229742517882
4,19,-1217.7768079043935,-672.4728701318626,true,2.6830356408757595e-10,19.99863193739619,0.00010635229742517882
4,20,-260.16871680532716,-721.9174002655828,true,2.6830356408757595e-10,19.99863193739619,0.00010635229742517882
5,1,1572.3218352290814,-144.5814478034735,true,2.683167941132524e-10,19.998582019636153,0.00011022076752012925
5,2,1727.241702370366,1150.8000506149924,true,2.683167941132524e-10,19.998582019636153,0.00011022076752012925
5,3,-253.35539357283176,-107.64403039079308,true,2.683167941132524e-10,19.998582019636153,0.00011022076752012925
5,4,851.5381328927442,1059.6369130194773,true,2.683167941132524e-10,19.998582019636153,0.00011022076752012925
5,5,-1351.454119631791,337.2469937106462,true,2.683167941132524e-10,19.998582019636153,0.00011022076752012925
5,6,-1467.4470015305349,469.3754088558301,true,2.683167941132524e-10,19.998582019636153,0.00011022076752012925
5,7,1758.7260573147719,-1194.786440529655,true,2.683167941132524e-10,19.998582019636153,0.00011022076752012925
5,8,1689.3404021637498,-1852.2072323542704,true,2.683167941132524e-10,19.998582019636153,0.00011022076752012925
5,9,-1231.579889534491,-768.850789036348,true,2.683167941132524e-10,19.998582019636153,0.00011022076752012925
5,10,-1813.4100121935626,-1241.8252047390154,true,2.683167941132524e-10,19.998582019636153,0.00011022076752012925
5,11,-305.1797031999527,79.76524474379583,true,2.683167941132524e-10,19.998582019636153,0.00011022076752012925
5,12,1186.4592962889585,-386.5779957231924,true,2.683167941132524e-10,19.998582019636153,0.00011022076752012925
5,13,1185.4684793704657,1663.3599989904592,true,2.683167941132524e-10,19.998582019636153,0.00011022076752012925
5,14,-248.00380555763655,-1143.6217424578695,true,2.683167941132524e-10,19.998582019636153,0.00011022076752012925
5,15,-1902.5200037250934,599.3107922864409,true,2.683167941132524e-10,19.998582019636153,0.00011022076752012925
5,16,332.8122300768148,796.4602339369878,true,2.683167941132524e-10,19.998582019636153,0.00011022076752012925
5,17,233.76030353662367,532.0700815753727,true,2.683167941132524e-10,19.998582019636153,0.00011022076752012925
5,18,-1989.3063471656214,726.8266215355675,true,2.683167941132524e-10,19.998582019636153,0.00011022076752012925
5,19,-1219.7329683614403,-672.8893269318874,true,2.683167941132524e-10,19.998582019636153,0.00011022076752012925
5,20,-258.24703426602076,-721.3632015484019,true,2.683167941132524e-10,19.998582019636153,0.00011022076752012925
6,1,1573.4346450495864,-146.24327038828446,true,2.6833018822089416e-10,19.99853044375827,0.00011421805926346654
6,2,1727.0680361847214,1152.7924963623,true,2.6833018822089416e-10,19.99853044375827,0.00011421805926346654
6,3,-251.79133675052282,-108.8905159529192,true,2.6833018822089416e-10,19.99853044375827,0.00011421805926346654
6,4,849.7731841521351,1058.696192049677,true,2.6833018822089416e-10,19.99853044375827,0.00011421805926346654
6,5,-1349.4549734392226,337.1885599811792,true,2.6833018822089416e-10,19.99853044375827,0.00011421805926346654
6,6,-1469.3412772236388,470.01706265541037,true,2.6833018822089416e-10,19.99853044375827,0.00011421805926346654
6,7,1758.1796830509352,-1192.8625187111247,true,2.6833018822089416e-10,19.99853044375827,0.00011421805926346654
6,8,1689.222209989317,-1850.2107277562534,true,2.6833018822089416e-10,19.99853044375827,0.00011421805926346654
6,9,-1232.637496220291,-770.5482777986527,true,2.6833018822089416e-10,19.99853044375827,0.00011421805926346654
6,10,-1812.169823317028,-1243.394259088144,true,2.6833018822089416e-10,19.99853044375827,0.00011421805926346654
6,11,-303.41377804179393,80.7041314972341,true,2.6833018822089416e-10,19.99853044375827,0.00011421805926346654
6,12,1184.5030996600467,-386.1617088641224,true,2.6833018822089416e-10,19.99853044375827,0.00011421805926346654
6,13,1184.1570601768956,1661.84997260038,true,2.6833018822089416e-10,19.99853044375827,0.00011421805926346654
6,14,-246.02018428549587,-1143.8771766934585,true,2.6833018822089416e-10,19.99853044375827,0.00011421805926346654
6,15,-1902.2693201101263,597.326565050163,true,2.6833018822089416e-10,19.99853044375827,0.00011421805926346654
6,16,334.8089781322988,796.3462286611417,true,2.6833018822089416e-10,19.99853044375827,0.00011421805926346654
6,17,235.3570338726191,533.2744287986069,true,2.6833018822089416e-10,19.99853044375827,0.00011421805926346654
6,18,-1988.3811578870223,728.5997613492216,true,2.6833018822089416e-10,19.99853044375827,0.00011421805926346654
6,19,-1221.6716963505435,-673.3805842822325,true,2.6833018822089416e-10,19.99853044375827,0.00011421805926346654
6,20,-256.3779208222664,-720.6515731802372,true,2.6833018822089416e-10,19.99853044375827,0.00011421805926346654
7,1,1574.789314268253,-147.71462055326805,true,2.68344027942809e-10,19.998477150522124,0.00011834657555820537
7,2,1727.046790352147,1154.7923835127658,true,2.68344027942809e-10,19.998477150522124,0.00011834657555820537
7,3,-250.34502847347858,-110.27188931582775,true,2.68344027942809e-10,19.998477150522124,0.00011834657555820537
7,4,847.881544953119,1058.0468068475466,true,2.68344027942809e-10,19.998477150522124,0.00011834657555820537
7,5,-1347.4595701148771,337.053040339832,true,2.68344027942809e-10,19.998477150522124,0.00011834657555820537
7,6,-1471.1871852164775,470.786883207211,true,2.68344027942809e-10,19.998477150522124,0.00011834657555820537
7,7,1757.5402506263215,-1190.9674920162329,true,2.68344027942809e-10,19.998477150522124,0.00011834657555820537
7,8,1689.1048746357594,-1848.2141726193224,true,2.68344027942809e-10,19.998477150522124,0.00011834657555820537
7,9,-1233.8800250731272,-772.1154797798504,true,2.68344027942809e-10,19.998477150522124,0.00011834657555820537
7,10,-1810.8672696435879,-1244.9119395313887,true,2.68344027942809e-10,19.998477150522124,0.00011834657555820537
7,11,-301.87396216580754,81.98044143923887,true,2.68344027942809e-10,19.998477150522124,0.00011834657555820537
7,12,1182.5755284570964,-385.62835226900313,true,2.68344027942809e-10,19.998477150522124,0.00011834657555820537
7,13,1182.7150228421758,1660.4641413244756,true,2.68344027942809e-10,19.998477150522124,0.00011834657555820537
7,14,-244.04381147217072,-1144.183690156049,true,2.68344027942809e-10,19.998477150522124,0.00011834657555820537
7,15,-1902.131849686584,595.3312951730157,true,2.68344027942809e-10,19.998477150522124,0.00011834657555820537
7,16,336.768760886459,795.9471653121653,true,2.68344027942809e-10,19.998477150522124,0.00011834657555820537
7,17,236.87594972659312,534.5755416409639,true,2.68344027942809e-10,19.998477150522124,0.00011834657555820537
7,18,-1987.333751176453,730.3035627410084,true,2.68344027942809e-10,19.998477150522124,0.00011834657555820537
7,19,-1223.595470982682,-673.9274765611507,true,2.68344027942809e-10,19.998477150522124,0.00011834657555820537
7,20,-254.5745010938203,-719.78688983759,true,2.68344027942809e-10,19.998477150522124,0.00011834657555820537
8,1,1576.1232399093142,-149.2048025502468,true,2.6835832924553647e-10,19.998422107905267,0.00012261221821827298
8,2,1727.1853540181473,1156.787577766583,true,2.6835832924553647e-10,19.998422107905267,0.00012261221821827298
8,3,-249.0007094901625,-111.75270208964353,true,2.6835832924553647e-10,19.998422107905267,0.00012261221821827298
8,4,846.0221802928304,1057.3100822992453,true,2.6835832924553647e-10,19.998422107905267,0.00012261221821827298
8,5,-1345.5071121692108,336.61955681026615,true,2.6835832924553647e-10,19.998422107905267,0.00012261221821827298
8,6,-1472.9176369728252,471.78964774535194,true,2.6835832924553647e-10,19.998422107905267,0.00012261221821827298
8,7,1756.913508365207,-1189.0682305444673,true,2.6835832924553647e-10,19.998422107905267,0.00012261221821827298
8,8,1689.015484673262,-1846.2161712593117,true,2.6835832924553647e-10,19.998422107905267,0.00012261221821827298
8,9,-1235.0131845967894,-773.7634935825636,true,2.6835832924553647e-10,19.998422107905267,0.00012261221821827298
8,10,-1809.4519758487609,-1246.3250720355525,true,2.6835832924553647e-10,19.998422107905267,0.00012261221821827298
8,11,-300.2139354487115,83.09592846225948,true,2.6835832924553647e-10,19.998422107905267,0.00012261221821827298
8,12,1180.7579274014784,-384.79389052475375,true,2.6835832924553647e-10,19.998422107905267,0.00012261221821827298
8,13,1181.2270808385026,1659.1277175168063,true,2.6835832924553647e-10,19.998422107905267,0.00012261221821827298
8,14,-242.05074629679265,-1144.350096906799,true,2.6835832924553647e-10,19.998422107905267,0.00012261221821827298
8,15,-1901.7894070167044,593.3608299949815,true,2.6835832924553647e-10,19.998422107905267,0.00012261221821827298
8,16,338.656995450408,795.2879459014163,true,2.6835832924553647e-10,19.998422107905267,0.00012261221821827298
8,17,238.44914265404523,535.8104764623268,true,2.6835832924553647e-10,19.998422107905267,0.00012261221821827298
8,18,-1986.1080666385521,731.8839732615854,true,2.6835832924553647e-10,19.998422107905267,0.00012261221821827298
8,19,-1225.5299130233973,-674.4353485835271,true,2.6835832924553647e-10,19.998422107905267,0.00012261221821827298
8,20,-252.73241617129005,-719.0079654906943,true,2.6835832924553647e-10,19.998422107905267,0.00012261221821827298
9,1,1577.6496500277756,-150.4971152640505,true,2.6837310079676227e-10,19.99836523723772,0.00012701974123987975
9,2,1727.1741009877155,1158.787546108659,true,2.6837310079676227e-10,19.99836523723772,0.00012701974123987975
9,3,-247.40762542196134,-112.96186839402175,true,2.6837310079676227e-10,19.99836523723772,0.00012701974123987975
9,4,844.1780001876737,1056.5361315645443,true,2.6837310079676227e-10,19.99836523723772,0.00012701974123987975
9,5,-1343.6331041759042,335.92091953597924,true,2.6837310079676227e-10,19.99836523723772,0.00012701974123987975
9,6,-1474.6474059806412,472.7935895661759,true,2.6837310079676227e-10,19.99836523723772,0.00012701974123987975
9,7,1756.3565003299882,-1187.1473604164519,true,2.6837310079676227e-10,19.99836523723772,0.00012701974123987975
9,8,1689.1278152833004,-1844.2193282925143,true,2.6837310079676227e-10,19.99836523723772,0.00012701974123987975
9,9,-1236.11572264623,-775.4321486845951,true,2.6837310079676227e-10,19.99836523723772,0.00012701974123987975
9,10,-1807.8252578646996,-1247.4885962511712,true,2.6837310079676227e-10,19.99836523723772,0.00012701974123987975
9,11,-298.52525128256934,84.16753743339622,true,2.6837310079676227e-10,19.99836523723772,0.00012701974123987975
9,12,1179.0222208652792,-383.80024933186996,true,2.6837310079676227e-10,19.99836523723772,0.00012701974123987975
9,13,1179.7796914335995,1657.747476990458,true,2.6837310079676227e-10,19.99836523723772,0.00012701974123987975
9,14,-240.07105339632741,-1144.634378492287,true,2.6837310079676227e-10,19.99836523723772,0.00012701974123987975
9,15,-1901.3408970264766,591.4117689931999,true,2.6837310079676227e-10,19.99836523723772,0.00012701974123987975
9,16,340.47850801877144,794.4620573112941,true,2.6837310079676227e-10,19.99836523723772,0.00012701974123987975
9,17,239.6337372961752,537.4219154260599,true,2.6837310079676227e-10,19.99836523723772,0.00012701974123987975
9,18,-1984.6704128230092,733.274351449941,true,2.6837310079676227e-10,19.99836523723772,0.00012701974123987975
9,19,-1227.4028389463913,-675.1368815385455,true,2.6837310079676227e-10,19.99836523723772,0.00012701974123987975
9,20,-250.92150321363167,-718.1590872545586,true,2.6837310079676227e-10,19.99836523723772,0.00012701974123987975
10,1,1579.2221111780254,-151.7329817337611,true,2.683883637881601e-10,19.998306475153832,0.0001315682892540319
10,2,1727.180106733889,1160.7875370913919,true,2.683883637881601e-10,19.998306475153832,0.0001315682892540319
10,3,-245.81264871650373,-114.16853707640627,true,2.683883637881601e-10,19.998306475153832,0.0001315682892540319
10,4,842.3106647055552,1055.8198507556283,true,2.683883637881601e-10,19.998306475153832,0.0001315682892540319
10,5,-1341.737266172552,335.2838965654006,true,2.683883637881601e-10,19.998306475153832,0.0001315682892540319
10,6,-1476.3755407315946,473.8003419103737,true,2.683883637881601e-10,19.998306475153832,0.0001315682892540319
10,7,1755.9027537866639,-1185.1995118406069,true,2.683883637881601e-10,19.998306475153832,0.0001315682892540319
10,8,1689.1435897188087,-1842.2193905016857,true,2.683883637881601e-10,19.998306475153832,0.0001315682892540319
10,9,-1237.1843922368257,-777.1226945450011,true,2.683883637881601e-10,19.998306475153832,0.0001315682892540319
10,10,-1806.2330882809174,-1248.698966449284,true,2.683883637881601e-10,19.998306475153832,0.0001315682892540319
10,11,-296.7645524472651,85.11618890330399,true,2.683883637881601e-10,19.998306475153832,0.0001315682892540319
10,12,1177.2889899191027,-382.8022961830618,true,2.683883637881601e-10,19.998306475153832,0.0001315682892540319
10,13,1178.4626975361884,1656.2423101976465,true,2.683883637881601e-10,19.998306475153832,0.0001315682892540319
10,14,-238.07353559549335,-1144.5347660666007,true,2.683883637881601e-10,19.998306475153832,0.0001315682892540319
10,15,-1900.7618299307608,589.4974332601951,true,2.683883637881601e-10,19.998306475153832,0.0001315682892540319
10,16,342.23364364585257,793.503152242713,true,2.683883637881601e-10,19.998306475153832,0.0001315682892540319
10,17,240.95474756637,538.9235584815294,true,2.683883637881601e-10,19.998306475153832,0.0001315682892540319
10,18,-1983.0257670440747,734.4123937434578,true,2.683883637881601e-10,19.998306475153832,0.0001315682892540319
10,19,-1229.3696442006265,-675.499754921302,true,2.683883637881601e-10,19.998306475153832,0.0001315682892540319
10,20,-249.01244760581625,-717.5628434401098,true,2.683883637881601e-10,19.998306475153832,0.0001315682892540319
11,1,1580.7662148072718,-153.00410091863245,true,2.68404135311087e-10,19.998245833074193,0.00013626532225692565
11,2,1727.1346113979396,1162.787019568036,true,2.68404135311087e-10,19.998245833074193,0.00013626532225692565
11,3,-244.30583997043084,-115.4836520534171,true,2.68404135311087e-10,19.998245833074193,0.00013626532225692565
11,4,840.4350257291829,1055.125604091745,true,2.68404135311087e-10,19.998245833074193,0.00013626532225692565
11,5,-1339.7697339998988,334.92498550458674,true,2.68404135311087e-10,19.998245833074193,0.00013626532225692565
11,6,-1478.0045173441636,474.96070185267735,true,2.68404135311087e-10,19.998245833074193,0.00013626532225692565
11,7,1755.5931556741018,-1183.2236198879186,true,2.68404135311087e-10,19.998245833074193,0.00013626532225692565
11,8,1689.1660965156216,-1840.219517144671,true,2.68404135311087e-10,19.998245833074193,0.00013626532225692565
11,9,-1238.3987102858384,-778.7118552278276,true,2.68404135311087e-10,19.998245833074193,0.00013626532225692565
11,10,-1804.501432504484,-1249.6996503513951,true,2.68404135311087e-10,19.998245833074193,0.00013626532225692565
11,11,-295.1909370761465,86.35058538085056,true,2.68404135311087e-10,19.998245833074193,0.00013626532225692565
11,12,1175.5136545153991,-381.8813270172604,true,2.68404135311087e-10,19.998245833074193,0.00013626532225692565
11,13,1177.4912158339419,1654.4941044596967,true,2.68404135311087e-10,19.998245833074193,0.00013626532225692565
11,14,-236.07431826833104,-1144.5907131735319,true,2.68404135311087e-10,19.998245833074193,0.00013626532225692565
11,15,-1900.2140029098691,587.5739246027721,true,2.68404135311087e-10,19.998245833074193,0.00013626532225692565
11,16,344.0635255813014,792.6959768576088,true,2.68404135311087e-10,19.998245833074193,0.00013626532225692565
11,17,242.41169779226846,540.2937030137793,true,2.68404135311087e-10,19.998245833074193,0.00013626532225692565
11,18,-1981.3621211861343,735.5224759293151,true,2.68404135311087e-10,19.998245833074193,0.00013626532225692565
11,19,-1231.3645787398493,-675.642008864008,true,2.68404135311087e-10,19.998245833074193,0.00013626532225692565
11,20,-247.10635672531163,-716.9571887899525,true,2.68404135311087e-10,19.998245833074193,0.00013626532225692565
12,1,1582.0627943446675,-154.52688833098082,true,2.684204123895688e-10,19.998183211558327,0.00014110832388968916
12,2,1726.8584559095468,1164.7678623548898,true,2.684204123895688e-10,19.998183211558327,0.00014110832388968916
12,3,-242.74623903465266,-116.73570833055479,true,2.684204123895688e-10,19.998183211558327,0.00014110832388968916
12,4,838.516718465035,1054.5598327242144,true,2.684204123895688e-10,19.998183211558327,0.00014110832388968916
12,5,-1337.7848503626167,334.67955334196364,true,2.684204123895688e-10,19.998183211558327,0.00014110832388968916
12,6,-1479.6591742119701,476.08413883347356,true,2.684204123895688e-10,19.998183211558327,0.00014110832388968916
12,7,1755.0604901250158,-1181.2958576067188,true,2.684204123895688e-10,19.998183211558327,0.00014110832388968916
12,8,1689.045719227728,-1838.2231431044272,true,2.684204123895688e-10,19.998183211558327,0.00014110832388968916
12,9,-1239.2258661878304,-780.5327926550337,true,2.684204123895688e-10,19.998183211558327,0.00014110832388968916
12,10,-1802.6971801582156,-1250.562595002566,true,2.684204123895688e-10,19.998183211558327,0.00014110832388968916
12,11,-293.4409374326517,87.31883186174686,true,2.684204123895688e-10,19.998183211558327,0.00014110832388968916
12,12,1173.9172686368015,-380.6765232462612,true,2.684204123895688e-10,19.998183211558327,0.00014110832388968916
12,13,1176.5076637132202,1652.752661027993,true,2.684204123895688e-10,19.998183211558327,0.00014110832388968916
12,14,-234.075124702043,-1144.6475030010768,true,2.684204123895688e-10,19.998183211558327,0.00014110832388968916
12,15,-1899.8569717382527,585.6060504344132,true,2.684204123895688e-10,19.998183211558327,0.00014110832388968916
12,16,345.8389158564559,791.7751134742089,true,2.684204123895688e-10,19.998183211558327,0.00014110832388968916
12,17,243.940523616046,541.5831570069683,true,2.684204123895688e-10,19.998183211558327,0.00014110832388968916
12,18,-1979.6074972492818,736.4823169787728,true,2.684204123895688e-10,19.998183211558327,0.00014110832388968916
12,19,-1233.3614294101333,-675.5298152786896,true,2.684204123895688e-10,19.998183211558327,0.00014110832388968916
12,20,-245.19428896916781,-716.3706763042242,true,2.684204123895688e-10,19.998183211558327,0.00014110832388968916
13,1,1583.4547559476077,-155.9630091113959,true,2.6843722180899223e-10,19.998118644173125,0.00014610659005962108
13,2,1726.7549599320066,1166.7651827054176,true,2.6843722180899223e-10,19.998118644173125,0.00014610659005962108
13,3,-241.15416046553997,-117.9461982436776,true,2.6843722180899223e-10,19.998118644173125,0.00014610659005962108
13,4,836.5602256106989,1054.1449403153513,true,2.6843722180899223e-10,19.998118644173125,0.00014610659005962108
13,5,-1335.8922922645145,334.0328510570534,true,2.6843722180899223e-10,19.998118644173125,0.00014610659005962108
13,6,-1481.203118607746,477.3554514239688,true,2.6843722180899223e-10,19.998118644173125,0.00014610659005962108
13,7,1754.641166083264,-1179.3403097683859,true,2.6843722180899223e-10,19.998118644173125,0.00014610659005962108
13,8,1688.8988392852914,-1836.2285438257475,true,2.6843722180899223e-10,19.998118644173125,0.00014610659005962108
13,9,-1239.665283368157,-782.4839237479216,true,2.6843722180899223e-10,19.998118644173125,0.00014610659005962108
13,10,-1801.1179344935006,-1251.7897800458577,true,2.6843722180899223e-10,19.998118644173125,0.00014610659005962108
13,11,-291.9072780960484,88.60253316627589,true,2.6843722180899223e-10,19.998118644173125,0.00014610659005962108
13,12,1172.1563811614512,-379.7282219760127,true,2.6843722180899223e-10,19.998118644173125,0.00014610659005962108
13,13,1175.3369775607364,1651.1310895888073,true,2.6843722180899223e-10,19.998118644173125,0.00014610659005962108
13,14,-232.08880757583145,-1144.4139558449847,true,2.6843722180899223e-10,19.998118644173125,0.00014610659005962108
13,15,-1899.5306748484988,583.6328473683967,true,2.6843722180899223e-10,19.998118644173125,0.00014610659005962108
13,16,347.4594025260738,790.6029262222773,true,2.6843722180899223e-10,19.998118644173125,0.00014610659005962108
13,17,245.46642533668614,542.8760699734697,true,2.6843722180899223e-10,19.998118644173125,0.00014610659005962108
13,18,-1977.8320967695486,737.4031606878589,true,2.6843722180899223e-10,19.998118644173125,0.00014610659005962108
13,19,-1235.3504674504252,-675.3207036475641,true,2.6843722180899223e-10,19.998118644173125,0.00014610659005962108
13,20,-243.27126874221904,-715.8211372184934,true,2.6843722180899223e-10,19.998118644173125,0.00014610659005962108
14,1,1585.158136210422,-157.0111005579093,true,2.684545546580577e-10,19.998052007004077,0.00015126399634353166
14,2,1726.8638134146242,1168.7622182382318,true,2.684545546580577e-10,19.998052007004077,0.00015126399634353166
14,3,-239.6035130232168,-119.20932630908372,true,2.684545546580577e-10,19.998052007004077,0.00015126399634353166
14,4,834.5938170186934,1053.779923535892,true,2.684545546580577e-10,19.998052007004077,0.00015126399634353166
14,5,-1333.971609146938,333.4751985112363,true,2.684545546580577e-10,19.998052007004077,0.00015126399634353166
14,6,-1483.0552369951065,478.11020799346744,true,2.684545546580577e-10,19.998052007004077,0.00015126399634353166
14,7,1754.3836254055034,-1177.3569608834696,true,2.684545546580577e-10,19.998052007004077,0.00015126399634353166
14,8,1688.7697839349166,-1834.2327119900108,true,2.684545546580577e-10,19.998052007004077,0.00015126399634353166
14,9,-1240.0571966118541,-784.4451488776339,true,2.684545546580577e-10,19.998052007004077,0.00015126399634353166
