step,id,x,y,active,λ,G,P,M,Yp,methyl
2,3,-1237.2428982258236,-1569.0208053110464,true,0.13,19.803163552187083,0.012915864979712421,0.020628503423943262,0.0001676636431779954,0.054950940781093124
2,4,1472.010207540568,1376.5149311707537,true,0.13,19.803163552187083,0.012915864979712421,0.020628503423943262,0.0001676636431779954,0.054950940781093124
2,5,849.6477004418589,-85.92766496900549,true,0.13,19.803163552187083,0.012915864979712421,0.020628503423943262,0.0001676636431779954,0.054950940781093124
2,6,300.3289794080697,-1665.2289740870347,true,0.13,19.803163552187083,0.012915864979712421,0.020628503423943262,0.0001676636431779954,0.054950940781093124
2,7,1739.222772193681,-1255.2701409194444,true,0.13,19.803163552187083,0.012915864979712421,0.020628503423943262,0.0001676636431779954,0.054950940781093124
2,8,-958.7537838790024,-1608.762037052566,true,0.13,19.803163552187083,0.012915864979712421,0.020628503423943262,0.0001676636431779954,0.054950940781093124
2,9,-1254.7294719045797,1155.0944899369633,true,0.13,19.803163552187083,0.012915864979712421,0.020628503423943262,0.0001676636431779954,0.054950940781093124
2,10,-1697.760347124004,487.1945572970658,true,0.13,19.803163552187083,0.012915864979712421,0.020628503423943262,0.0001676636431779954,0.054950940781093124
2,11,1066.6486937492546,716.0735204369357,true,0.13,19.803163552187083,0.012915864979712421,0.020628503423943262,0.0001676636431779954,0.054950940781093124
2,12,-1268.6930016174615,807.7134124728718,true,0.13,19.803163552187083,0.012915864979712421,0.020628503423943262,0.0001676636431779954,0.054950940781093124
2,13,1650.2925296806593,-705.7520853259725,true,0.13,19.803163552187083,0.012915864979712421,0.020628503423943262,0.0001676636431779954,0.054950940781093124
2,14,-727.526811714971,-1009.3986868542192,true,0.13,19.803163552187083,0.012915864979712421,0.020628503423943262,0.0001676636431779954,0.054950940781093124
2,15,1748.8136976906594,-1505.5610280391081,true,0.13,19.803163552187083,0.012915864979712421,0.020628503423943262,0.0001676636431779954,0.054950940781093124
2,16,-1008.2382421050622,627.5202411228456,true,0.13,19.803163552187083,0.012915864979712421,0.020628503423943262,0.0001676636431779954,0.054950940781093124
2,17,394.6595909830021,-279.27231070464927,true,0.13,19.803163552187083,0.012915864979712421,0.020628503423943262,0.0001676636431779954,0.054950940781093124
2,18,-1893.5578299433798,-251.0442217909649,true,0.13,19.803163552187083,0.012915864979712421,0.020628503423943262,0.0001676636431779954,0.054950940781093124
2,19,881.7029494485173,-94.3551667064221,true,0.13,19.803163552187083,0.012915864979712421,0.020628503423943262,0.0001676636431779954,0.054950940781093124
2,20,-1721.5264350133523,-798.8670120073489,true,0.13,19.803163552187083,0.012915864979712421,0.020628503423943262,0.0001676636431779954,0.054950940781093124
3,1,1400.6404166150978,743.0870830276357,true,3.262411184794681e-10,19.997764609688854,0.012915864979712421,0.020628503423943262,0.00017362708252372647,0.08978537842624927
3,2,-1602.1724203394542,586.6275400721481,true,3.262411184794681e-10,19.997764609688854,0.012915864979712421,0.020628503423943262,0.00017362708252372647,0.08978537842624927
3,3,-1238.6485447166954,-1570.4435343585812,true,3.262411184794681e-10,19.997764609688854,0.012915864979712421,0.020628503423943262,0.00017362708252372647,0.08978537842624927
3,4,1472.8021749503478,1378.3514462460653,true,3.262411184794681e-10,19.997764609688854,0.012915864979712421,0.020628503423943262,0.00017362708252372647,0.08978537842624927
3,5,847.6874933666785,-85.53069113811391,true,3.262411184794681e-10,19.997764609688854,0.012915864979712421,0.020628503423943262,0.00017362708252372647,0.08978537842624927
3,6,300.10369526991036,-1663.2417028279726,true,3.262411184794681e-10,19.997764609688854,0.012915864979712421,0.020628503423943262,0.00017362708252372647,0.08978537842624927
3,7,1737.416621315135,-1256.1291048324974,true,3.262411184794681e-10,19.997764609688854,0.012915864979712421,0.020628503423943262,0.00017362708252372647,0.08978537842624927
3,8,-956.9055284977647,-1609.5262046033858,true,3.262411184794681e-10,19.997764609688854,0.012915864979712421,0.020628503423943262,0.00017362708252372647,0.08978537842624927
3,9,-1253.6864028742486,1156.8009503080134,true,3.262411184794681e-10,19.997764609688854,0.012915864979712421,0.020628503423943262,0.00017362708252372647,0.08978537842624927
3,10,-1697.5567276657703,489.18416507656116,true,3.262411184794681e-10,19.997764609688854,0.012915864979712421,0.020628503423943262,0.00017362708252372647,0.08978537842624927
3,11,1067.302494471975,717.9636380562838,true,3.262411184794681e-10,19.997764609688854,0.012915864979712421,0.020628503423943262,0.00017362708252372647,0.08978537842624927
3,12,-1267.0206810524921,808.8103828133917,true,3.262411184794681e-10,19.997764609688854,0.012915864979712421,0.020628503423943262,0.00017362708252372647,0.08978537842624927
3,13,1652.2451957942699,-706.1846301777009,true,3.262411184794681e-10,19.997764609688854,0.012915864979712421,0.020628503423943262,0.00017362708252372647,0.08978537842624927
3,14,-729.1455951476273,-1010.5732251457013,true,3.262411184794681e-10,19.997764609688854,0.012915864979712421,0.020628503423943262,0.00017362708252372647,0.08978537842624927
3,15,1749.6946614901588,-1507.3565510225233,true,3.262411184794681e-10,19.997764609688854,0.012915864979712421,0.020628503423943262,0.00017362708252372647,0.08978537842624927
3,16,-1009.7063059125757,628.8784710949302,true,3.262411184794681e-10,19.997764609688854,0.012915864979712421,0.020628503423943262,0.00017362708252372647,0.08978537842624927
3,17,392.71219471758593,-278.8166268389669,true,3.262411184794681e-10,19.997764609688854,0.012915864979712421,0.020628503423943262,0.00017362708252372647,0.08978537842624927
3,18,-1895.0778027719034,-249.74434387340875,true,3.262411184794681e-10,19.997764609688854,0.012915864979712421,0.020628503423943262,0.00017362708252372647,0.08978537842624927
3,19,879.7978451508762,-94.96391757098795,true,3.262411184794681e-10,19.997764609688854,0.012915864979712421,0.020628503423943262,0.00017362708252372647,0.08978537842624927
3,20,-1721.8286530349446,-796.8899777973705,true,3.262411184794681e-10,19.997764609688854,0.012915864979712421,0.020628503423943262,0.00017362708252372647,0.08978537842624927
4,1,1399.4820529783224,744.7174798152296,true,2.685496136539547e-10,19.9976851062091,3.262412562321515e-11,0.020628503423943262,0.00017978167665114517,0.12450370127925489
4,2,-1601.659595722364,584.6944050763173,true,2.685496136539547e-10,19.9976851062091,3.262412562321515e-11,0.020628503423943262,0.00017978167665114517,0.12450370127925489
4,3,-1239.6953985554112,-1572.1476755030778,true,2.685496136539547e-10,19.9976851062091,3.262412562321515e-11,0.020628503423943262,0.00017978167665114517,0.12450370127925489
4,4,1473.344312674549,1380.2765661612907,true,2.685496136539547e-10,19.9976851062091,3.262412562321515e-11,0.020628503423943262,0.00017978167665114517,0.12450370127925489
4,5,845.765445238304,-84.97776167406641,true,2.685496136539547e-10,19.9976851062091,3.262412562321515e-11,0.020628503423943262,0.00017978167665114517,0.12450370127925489
4,6,299.56017304092023,-1661.3169733439688,true,2.685496136539547e-10,19.9976851062091,3.262412562321515e-11,0.020628503423943262,0.00017978167665114517,0.12450370127925489
4,7,1735.6318364283206,-1257.0316251412987,true,2.685496136539547e-10,19.9976851062091,3.262412562321515e-11,0.020628503423943262,0.00017978167665114517,0.12450370127925489
4,8,-955.2036193139412,-1610.5766831276867,true,2.685496136539547e-10,19.9976851062091,3.262412562321515e-11,0.020628503423943262,0.00017978167665114517,0.12450370127925489
4,9,-1252.8213524337086,1158.6041939785475,true,2.685496136539547e-10,19.9976851062091,3.262412562321515e-11,0.020628503423943262,0.00017978167665114517,0.12450370127925489
4,10,-1697.368459286641,491.1752841130379,true,2.685496136539547e-10,19.9976851062091,3.262412562321515e-11,0.020628503423943262,0.00017978167665114517,0.12450370127925489
4,11,1068.0013934947792,719.837548447931,true,2.685496136539547e-10,19.9976851062091,3.262412562321515e-11,0.020628503423943262,0.00017978167665114517,0.12450370127925489
4,12,-1265.2061718908496,809.6515465919244,true,2.685496136539547e-10,19.9976851062091,3.262412562321515e-11,0.020628503423943262,0.00017978167665114517,0.12450370127925489
4,13,1654.2351216020743,-706.385117781892,true,2.685496136539547e-10,19.9976851062091,3.262412562321515e-11,0.020628503423943262,0.00017978167665114517,0.12450370127925489
4,14,-730.5221604007301,-1012.0241104285374,true,2.685496136539547e-10,19.9976851062091,3.262412562321515e-11,0.020628503423943262,0.00017978167665114517,0.12450370127925489
4,15,1750.4840579348088,-1509.1941726520145,true,2.685496136539547e-10,19.9976851062091,3.262412562321515e-11,0.020628503423943262,0.00017978167665114517,0.12450370127925489
4,16,-1011.2171979355907,630.1888928952638,true,2.685496136539547e-10,19.9976851062091,3.262412562321515e-11,0.020628503423943262,0.00017978167665114517,0.12450370127925489
4,17,390.7452999993107,-278.45423869454015,true,2.685496136539547e-10,19.9976851062091,3.262412562321515e-11,0.020628503423943262,0.00017978167665114517,0.12450370127925489
4,18,-1896.5500081966925,-248.39060416902623,true,2.685496136539547e-10,19.9976851062091,3.262412562321515e-11,0.020628503423943262,0.00017978167665114517,0.12450370127925489
4,19,877.8305516348114,-95.32413448015392,true,2.685496136539547e-10,19.9976851062091,3.262412562321515e-11,0.020628503423943262,0.00017978167665114517,0.12450370127925489
4,20,-1722.3133386283787,-794.9495964236407,true,2.685496136539547e-10,19.9976851062091,3.262412562321515e-11,0.020628503423943262,0.00017978167665114517,0.12450370127925489
5,1,1398.269884431652,746.3082806872632,true,2.6857096513147373e-10,19.99760305462027,2.6854962698052987e-11,0.020627810734963146,0.00018615248161708148,0.15910594417855914
5,2,-1601.397680278519,582.711629168587,true,2.6857096513147373e-10,19.99760305462027,2.6854962698052987e-11,0.020627810734963146,0.00018615248161708148,0.15910594417855914
5,3,-1240.5200759183224,-1573.969736766346,true,2.6857096513147373e-10,19.99760305462027,2.6854962698052987e-11,0.020627810734963146,0.00018615248161708148,0.15910594417855914
5,4,1473.5331202473055,1382.2676341411623,true,2.6857096513147373e-10,19.99760305462027,2.6854962698052987e-11,0.020627810734963146,0.00018615248161708148,0.15910594417855914
5,5,843.8559295275365,-84.38299302128408,true,2.6857096513147373e-10,19.99760305462027,2.6854962698052987e-11,0.020627810734963146,0.00018615248161708148,0.15910594417855914
5,6,298.7353083376441,-1659.494996883833,true,2.6857096513147373e-10,19.99760305462027,2.6854962698052987e-11,0.020627810734963146,0.00018615248161708148,0.15910594417855914
5,7,1733.7567048107335,-1257.727240995578,true,2.6857096513147373e-10,19.99760305462027,2.6854962698052987e-11,0.020627810734963146,0.00018615248161708148,0.15910594417855914
5,8,-953.6110401638703,-1611.7865143765637,true,2.6857096513147373e-10,19.99760305462027,2.6854962698052987e-11,0.020627810734963146,0.00018615248161708148,0.15910594417855914
5,9,-1251.6408483871082,1160.2186320219423,true,2.6857096513147373e-10,19.99760305462027,2.6854962698052987e-11,0.020627810734963146,0.00018615248161708148,0.15910594417855914
5,10,-1697.654470880801,493.15472781468895,true,2.6857096513147373e-10,19.99760305462027,2.6854962698052987e-11,0.020627810734963146,0.00018615248161708148,0.15910594417855914
5,11,1068.4542005365968,721.7856156395032,true,2.6857096513147373e-10,19.99760305462027,2.6854962698052987e-11,0.020627810734963146,0.00018615248161708148,0.15910594417855914
5,12,-1263.483037968372,810.6668344748458,true,2.6857096513147373e-10,19.99760305462027,2.6854962698052987e-11,0.020627810734963146,0.00018615248161708148,0.15910594417855914
5,13,1656.2317770657482,-706.5007333490985,true,2.6857096513147373e-10,19.99760305462027,2.6854962698052987e-11,0.020627810734963146,0.00018615248161708148,0.15910594417855914
5,14,-732.0372785442146,-1013.3296436572542,true,2.6857096513147373e-10,19.99760305462027,2.6854962698052987e-11,0.020627810734963146,0.00018615248161708148,0.15910594417855914
5,15,1751.2198651669103,-1511.0539005130702,true,2.6857096513147373e-10,19.99760305462027,2.6854962698052987e-11,0.020627810734963146,0.00018615248161708148,0.15910594417855914
5,16,-1012.7018138917291,631.5290106000865,true,2.6857096513147373e-10,19.99760305462027,2.6854962698052987e-11,0.020627810734963146,0.00018615248161708148,0.15910594417855914
5,17,388.8555636596159,-277.7993367427665,true,2.6857096513147373e-10,19.99760305462027,2.6854962698052987e-11,0.020627810734963146,0.00018615248161708148,0.15910594417855914
5,18,-1898.1696140247684,-247.21720016287028,true,2.6857096513147373e-10,19.99760305462027,2.6854962698052987e-11,0.020627810734963146,0.00018615248161708148,0.15910594417855914
5,19,875.919946529023,-95.91539426209016,true,2.6857096513147373e-10,19.99760305462027,2.6854962698052987e-11,0.020627810734963146,0.00018615248161708148,0.15910594417855914
5,20,-1722.7310984477,-792.9937138266118,true,2.6857096513147373e-10,19.99760305462027,2.6854962698052987e-11,0.020627810734963146,0.00018615248161708148,0.15910594417855914
6,1,1397.2460453089868,748.0263474644579,false,2.685930027099732e-10,19.99751812091442,2.6857072121799774e-11,0.020626699875688017,0.00019273895948275586,0.19359228141743118
6,2,-1601.3238689607983,580.7129916603388,false,2.685930027099732e-10,19.99751812091442,2.6857072121799774e-11,0.020626699875688017,0.00019273895948275586,0.19359228141743118
6,3,-1241.4528386042712,-1575.7389043027035,false,2.685930027099732e-10,19.99751812091442,2.6857072121799774e-11,0.020626699875688017,0.00019273895948275586,0.19359228141743118
6,4,1473.421861413637,1384.2645371112465,false,2.685930027099732e-10,19.99751812091442,2.6857072121799774e-11,0.020626699875688017,0.00019273895948275586,0.19359228141743118
6,5,841.9795925772654,-83.69063498598219,false,2.685930027099732e-10,19.99751812091442,2.6857072121799774e-11,0.020626699875688017,0.00019273895948275586,0.19359228141743118
6,6,298.0674017547059,-1657.609817635998,false,2.685930027099732e-10,19.99751812091442,2.6857072121799774e-11,0.020626699875688017,0.00019273895948275586,0.19359228141743118
6,7,1731.7843283052848,-1258.0584975740103,false,2.685930027099732e-10,19.99751812091442,2.6857072121799774e-11,0.020626699875688017,0.00019273895948275586,0.19359228141743118
6,8,-951.8807194795485,-1612.7895050691466,false,2.685930027099732e-10,19.99751812091442,2.6857072121799774e-11,0.020626699875688017,0.00019273895948275586,0.19359228141743118
6,9,-1250.2829525718957,1161.687004915668,false,2.685930027099732e-10,19.99751812091442,2.6857072121799774e-11,0.020626699875688017,0.00019273895948275586,0.19359228141743118
6,10,-1697.870055476912,495.14307468631864,false,2.685930027099732e-10,19.99751812091442,2.6857072121799774e-11,0.020626699875688017,0.00019273895948275586,0.19359228141743118
6,11,1068.8248434488228,723.7509715440704,false,2.685930027099732e-10,19.99751812091442,2.6857072121799774e-11,0.020626699875688017,0.00019273895948275586,0.19359228141743118
6,12,-1261.7958745708074,811.7408361833728,false,2.685930027099732e-10,19.99751812091442,2.6857072121799774e-11,0.020626699875688017,0.00019273895948275586,0.19359228141743118
6,13,1658.2213783459802,-706.7044163029738,false,2.685930027099732e-10,19.99751812091442,2.6857072121799774e-11,0.020626699875688017,0.00019273895948275586,0.19359228141743118
6,14,-733.5509076884592,-1014.6369029328737,false,2.685930027099732e-10,19.99751812091442,2.6857072121799774e-11,0.020626699875688017,0.00019273895948275586,0.19359228141743118
6,15,1751.7987840461676,-1512.968281073784,false,2.685930027099732e-10,19.99751812091442,2.6857072121799774e-11,0.020626699875688017,0.00019273895948275586,0.19359228141743118
6,16,-1014.2449433218773,632.8013122788602,false,2.685930027099732e-10,19.99751812091442,2.6857072121799774e-11,0.020626699875688017,0.00019273895948275586,0.19359228141743118
6,17,387.0609966837006,-276.9164271386992,false,2.685930027099732e-10,19.99751812091442,2.6857072121799774e-11,0.020626699875688017,0.00019273895948275586,0.19359228141743118
6,18,-1899.7692196730393,-246.0166745404781,false,2.685930027099732e-10,19.99751812091442,2.6857072121799774e-11,0.020626699875688017,0.00019273895948275586,0.19359228141743118
6,19,874.0341103937947,-96.58144386314609,false,2.685930027099732e-10,19.99751812091442,2.6857072121799774e-11,0.020626699875688017,0.00019273895948275586,0.19359228141743118
6,20,-1723.4087903697437,-791.1120300968643,false,2.685930027099732e-10,19.99751812091442,2.6857072121799774e-11,0.020626699875688017,0.00019273895948275586,0.19359228141743118
7,1,1397.2460453089868,748.0263474644579,true,6.291513371840349e7,19.997430312299873,2.6859292567849025e-11,0.02062574245275187,0.00019953067630284154,0.22796317735439275
7,2,-1601.3238689607983,580.7129916603388,true,6.291513371840349e7,19.997430312299873,2.6859292567849025e-11,0.02062574245275187,0.00019953067630284154,0.22796317735439275
7,3,-1241.4528386042712,-1575.7389043027035,true,6.291513371840349e7,19.997430312299873,2.6859292567849025e-11,0.02062574245275187,0.00019953067630284154,0.22796317735439275
7,4,1473.421861413637,1384.2645371112465,true,6.291513371840349e7,19.997430312299873,2.6859292567849025e-11,0.02062574245275187,0.00019953067630284154,0.22796317735439275
7,5,841.9795925772654,-83.69063498598219,true,6.291513371840349e7,19.997430312299873,2.6859292567849025e-11,0.02062574245275187,0.00019953067630284154,0.22796317735439275
7,6,298.0674017547059,-1657.609817635998,true,6.291513371840349e7,19.997430312299873,2.6859292567849025e-11,0.02062574245275187,0.00019953067630284154,0.22796317735439275
7,7,1731.7843283052848,-1258.0584975740103,true,6.291513371840349e7,19.997430312299873,2.6859292567849025e-11,0.02062574245275187,0.00019953067630284154,0.22796317735439275
7,8,-951.8807194795485,-1612.7895050691466,true,6.291513371840349e7,19.997430312299873,2.6859292567849025e-11,0.02062574245275187,0.00019953067630284154,0.22796317735439275
7,9,-1250.2829525718957,1161.687004915668,true,6.291513371840349e7,19.997430312299873,2.6859292567849025e-11,0.02062574245275187,0.00019953067630284154,0.22796317735439275
7,10,-1697.870055476912,495.14307468631864,true,6.291513371840349e7,19.997430312299873,2.6859292567849025e-11,0.02062574245275187,0.00019953067630284154,0.22796317735439275
7,11,1068.8248434488228,723.7509715440704,true,6.291513371840349e7,19.997430312299873,2.6859292567849025e-11,0.02062574245275187,0.00019953067630284154,0.22796317735439275
7,12,-1261.7958745708074,811.7408361833728,true,6.291513371840349e7,19.997430312299873,2.6859292567849025e-11,0.02062574245275187,0.00019953067630284154,0.22796317735439275
7,13,1658.2213783459802,-706.7044163029738,true,6.291513371840349e7,19.997430312299873,2.6859292567849025e-11,0.02062574245275187,0.00019953067630284154,0.22796317735439275
7,14,-733.5509076884592,-1014.6369029328737,true,6.291513371840349e7,19.997430312299873,2.6859292567849025e-11,0.02062574245275187,0.00019953067630284154,0.22796317735439275
7,15,1751.7987840461676,-1512.968281073784,true,6.291513371840349e7,19.997430312299873,2.6859292567849025e-11,0.02062574245275187,0.00019953067630284154,0.22796317735439275
7,16,-1014.2449433218773,632.8013122788602,true,6.291513371840349e7,19.997430312299873,2.6859292567849025e-11,0.02062574245275187,0.00019953067630284154,0.22796317735439275
7,17,387.0609966837006,-276.9164271386992,true,6.291513371840349e7,19.997430312299873,2.6859292567849025e-11,0.02062574245275187,0.00019953067630284154,0.22796317735439275
7,18,-1899.7692196730393,-246.0166745404781,true,6.291513371840349e7,19.997430312299873,2.6859292567849025e-11,0.02062574245275187,0.00019953067630284154,0.22796317735439275
7,19,874.0341103937947,-96.58144386314609,true,6.291513371840349e7,19.997430312299873,2.6859292567849025e-11,0.02062574245275187,0.00019953067630284154,0.22796317735439275
7,20,-1723.4087903697437,-791.1120300968643,true,6.291513371840349e7,19.997430312299873,2.6859292567849025e-11,0.02062574245275187,0.00019953067630284154,0.22796317735439275
8,1,1398.8802851247212,746.8734119828855,false,2.6863940409613013e-10,19.997339767915264,1.0,0.020624189411329878,0.00020655663516121387,0.2622187138991058
8,2,-1602.9232023334355,581.9138799828604,false,2.6863940409613013e-10,19.997339767915264,1.0,0.020624189411329878,0.00020655663516121387,0.2622187138991058
8,3,-1243.380488004858,-1575.2058303974923,false,2.6863940409613013e-10,19.997339767915264,1.0,0.020624189411329878,0.00020655663516121387,0.2622187138991058
8,4,1471.4227084084582,1384.20633692324,false,2.6863940409613013e-10,19.997339767915264,1.0,0.020624189411329878,0.00020655663516121387,0.2622187138991058
8,5,840.3611211039353,-84.86560310896115,false,2.6863940409613013e-10,19.997339767915264,1.0,0.020624189411329878,0.00020655663516121387,0.2622187138991058
8,6,299.4541033420321,-1659.0510180758076,false,2.6863940409613013e-10,19.997339767915264,1.0,0.020624189411329878,0.00020655663516121387,0.2622187138991058
8,7,1733.6380297385076,-1258.8093577450595,false,2.6863940409613013e-10,19.997339767915264,1.0,0.020624189411329878,0.00020655663516121387,0.2622187138991058
8,8,-950.4538234584502,-1611.388088733801,false,2.6863940409613013e-10,19.997339767915264,1.0,0.020624189411329878,0.00020655663516121387,0.2622187138991058
8,9,-1251.461151934475,1163.3031256605439,false,2.6863940409613013e-10,19.997339767915264,1.0,0.020624189411329878,0.00020655663516121387,0.2622187138991058
8,10,-1699.7192270273747,495.90502256968045,false,2.6863940409613013e-10,19.997339767915264,1.0,0.020624189411329878,0.00020655663516121387,0.2622187138991058
8,11,1069.3971970799353,721.8346178917003,false,2.6863940409613013e-10,19.997339767915264,1.0,0.020624189411329878,0.00020655663516121387,0.2622187138991058
8,12,-1260.1336138437273,812.8529914221803,false,2.6863940409613013e-10,19.997339767915264,1.0,0.020624189411329878,0.00020655663516121387,0.2622187138991058
8,13,1657.276004211921,-708.4668770108058,false,2.6863940409613013e-10,19.997339767915264,1.0,0.020624189411329878,0.00020655663516121387,0.2622187138991058
8,14,-734.4610878620199,-1012.856012130029,false,2.6863940409613013e-10,19.997339767915264,1.0,0.020624189411329878,0.00020655663516121387,0.2622187138991058
8,15,1753.7632823350937,-1513.3434430025652,false,2.6863940409613013e-10,19.997339767915264,1.0,0.020624189411329878,0.00020655663516121387,0.2622187138991058
8,16,-1015.7029655748432,631.4323085864414,false,2.6863940409613013e-10,19.997339767915264,1.0,0.020624189411329878,0.00020655663516121387,0.2622187138991058
8,17,385.39114176955064,-275.81570711721815,false,2.6863940409613013e-10,19.997339767915264,1.0,0.020624189411329878,0.00020655663516121387,0.2622187138991058
8,18,-1897.7787185438906,-245.82198182141067,false,2.6863940409613013e-10,19.997339767915264,1.0,0.020624189411329878,0.00020655663516121387,0.2622187138991058
8,19,874.0816813403072,-98.58087803436752,false,2.6863940409613013e-10,19.997339767915264,1.0,0.020624189411329878,0.00020655663516121387,0.2622187138991058
8,20,-1722.4655321226185,-792.875624120224,false,2.6863940409613013e-10,19.997339767915264,1.0,0.020624189411329878,0.00020655663516121387,0.2622187138991058
9,1,1398.8802851247212,746.8734119828855,false,6.290391361621162e7,19.99724610114321,2.686395550455245e-11,0.020624189411329878,0.00021375467392840746,0.2963600653220031
9,2,-1602.9232023334355,581.9138799828604,false,6.290391361621162e7,19.99724610114321,2.686395550455245e-11,0.020624189411329878,0.00021375467392840746,0.2963600653220031
9,3,-1243.380488004858,-1575.2058303974923,false,6.290391361621162e7,19.99724610114321,2.686395550455245e-11,0.020624189411329878,0.00021375467392840746,0.2963600653220031
9,4,1471.4227084084582,1384.20633692324,false,6.290391361621162e7,19.99724610114321,2.686395550455245e-11,0.020624189411329878,0.00021375467392840746,0.2963600653220031
9,5,840.3611211039353,-84.86560310896115,false,6.290391361621162e7,19.99724610114321,2.686395550455245e-11,0.020624189411329878,0.00021375467392840746,0.2963600653220031
9,6,299.4541033420321,-1659.0510180758076,false,6.290391361621162e7,19.99724610114321,2.686395550455245e-11,0.020624189411329878,0.00021375467392840746,0.2963600653220031
9,7,1733.6380297385076,-1258.8093577450595,false,6.290391361621162e7,19.99724610114321,2.686395550455245e-11,0.020624189411329878,0.00021375467392840746,0.2963600653220031
9,8,-950.4538234584502,-1611.388088733801,false,6.290391361621162e7,19.99724610114321,2.686395550455245e-11,0.020624189411329878,0.00021375467392840746,0.2963600653220031
9,9,-1251.461151934475,1163.3031256605439,false,6.290391361621162e7,19.99724610114321,2.686395550455245e-11,0.020624189411329878,0.00021375467392840746,0.2963600653220031
9,10,-1699.7192270273747,495.90502256968045,false,6.290391361621162e7,19.99724610114321,2.686395550455245e-11,0.020624189411329878,0.00021375467392840746,0.2963600653220031
9,11,1069.3971970799353,721.8346178917003,false,6.290391361621162e7,19.99724610114321,2.686395550455245e-11,0.020624189411329878,0.00021375467392840746,0.2963600653220031
9,12,-1260.1336138437273,812.8529914221803,false,6.290391361621162e7,19.99724610114321,2.686395550455245e-11,0.020624189411329878,0.00021375467392840746,0.2963600653220031
9,13,1657.276004211921,-708.4668770108058,false,6.290391361621162e7,19.99724610114321,2.686395550455245e-11,0.020624189411329878,0.00021375467392840746,0.2963600653220031
9,14,-734.4610878620199,-1012.856012130029,false,6.290391361621162e7,19.99724610114321,2.686395550455245e-11,0.020624189411329878,0.00021375467392840746,0.2963600653220031
9,15,1753.7632823350937,-1513.3434430025652,false,6.290391361621162e7,19.99724610114321,2.686395550455245e-11,0.020624189411329878,0.00021375467392840746,0.2963600653220031
9,16,-1015.7029655748432,631.4323085864414,false,6.290391361621162e7,19.99724610114321,2.686395550455245e-11,0.020624189411329878,0.00021375467392840746,0.2963600653220031
9,17,385.39114176955064,-275.81570711721815,false,6.290391361621162e7,19.99724610114321,2.686395550455245e-11,0.020624189411329878,0.00021375467392840746,0.2963600653220031
9,18,-1897.7787185438906,-245.82198182141067,false,6.290391361621162e7,19.99724610114321,2.686395550455245e-11,0.020624189411329878,0.00021375467392840746,0.2963600653220031
9,19,874.0816813403072,-98.58087803436752,false,6.290391361621162e7,19.99724610114321,2.686395550455245e-11,0.020624189411329878,0.00021375467392840746,0.2963600653220031
