step,id,x,y,active,λ,G,P,M,Yp
1,1,582.2524846822434,-469.13234676825596,true,0.13,19.803163552187083,0.012915864979712421,0.03101163246175187,4.1294008900293596e-5
1,2,-600.2582125522799,-1175.6172289248689,true,0.13,19.803163552187083,0.012915864979712421,0.03101163246175187,4.1294008900293596e-5
1,3,1076.5961305208616,1725.5975709110107,true,0.13,19.803163552187083,0.012915864979712421,0.03101163246175187,4.1294008900293596e-5
1,4,1759.7726804758213,-964.124813185543,true,0.13,19.803163552187083,0.012915864979712421,0.03101163246175187,4.1294008900293596e-5
1,5,-95.71830468430994,350.9993831610914,true,0.13,19.803163552187083,0.012915864979712421,0.03101163246175187,4.1294008900293596e-5
1,6,-1250.801341132683,-703.7146709861743,true,0.13,19.803163552187083,0.012915864979712421,0.03101163246175187,4.1294008900293596e-5
1,7,1157.8127787665408,540.7761526320764,true,0.13,19.803163552187083,0.012915864979712421,0.03101163246175187,4.1294008900293596e-5
1,8,-802.6677301063739,1013.9086276531461,true,0.13,19.803163552187083,0.012915864979712421,0.03101163246175187,4.1294008900293596e-5
1,9,-1173.6508056156626,1484.6462540231955,true,0.13,19.803163552187083,0.012915864979712421,0.03101163246175187,4.1294008900293596e-5
1,10,34.161416716535996,613.5762055948348,true,0.13,19.803163552187083,0.012915864979712421,0.03101163246175187,4.1294008900293596e-5
1,11,399.17821570552815,-1793.6478418893605,true,0.13,19.803163552187083,0.012915864979712421,0.03101163246175187,4.1294008900293596e-5
1,12,-1615.0070517813365,155.89903235739666,true,0.13,19.803163552187083,0.012915864979712421,0.03101163246175187,4.1294008900293596e-5
1,13,-1687.3845402153015,-2.8890355312416887,true,0.13,19.803163552187083,0.012915864979712421,0.03101163246175187,4.1294008900293596e-5
1,14,-1686.5961143259053,-281.2875340175301,true,0.13,19.803163552187083,0.012915864979712421,0.03101163246175187,4.1294008900293596e-5
1,15,-787.8449736600016,-1246.342902758503,true,0.13,19.803163552187083,0.012915864979712421,0.03101163246175187,4.1294008900293596e-5
1,16,954.3803885842522,90.42436021795675,true,0.13,19.803163552187083,0.012915864979712421,0.03101163246175187,4.1294008900293596e-5
1,17,1021.8060345505128,1146.538529496328,true,0.13,19.803163552187083,0.012915864979712421,0.03101163246175187,4.1294008900293596e-5
1,18,802.2586562836614,-1512.625909433419,true,0.13,19.803163552187083,0.012915864979712421,0.03101163246175187,4.1294008900293596e-5
1,19,1718.120379720432,-1762.473411335454,true,0.13,19.803163552187083,0.012915864979712421,0.03101163246175187,4.1294008900293596e-5
1,20,1947.6709112287908,-1613.027427718814,true,0.13,19.803163552187083,0.012915864979712421,0.03101163246175187,4.1294008900293596e-5
2,1,581.4172401676174,-467.3151052871129,true,3.262411184794681e-10,19.999449420793205,0.012915864979712421,0.03101163246175187,4.296298656242177e-5
2,2,-602.0075887133665,-1174.6478564231843,true,3.262411184794681e-10,19.999449420793205,0.012915864979712421,0.03101163246175187,4.296298656242177e-5
2,3,1078.0998589248845,1726.9162069058684,true,3.262411184794681e-10,19.999449420793205,0.012915864979712421,0.03101163246175187,4.296298656242177e-5
2,4,1760.3839939511383,-966.0290967345177,true,3.262411184794681e-10,19.999449420793205,0.012915864979712421,0.03101163246175187,4.296298656242177e-5
2,5,-94.06679530890156,349.8713243049415,true,3.262411184794681e-10,19.999449420793205,0.012915864979712421,0.03101163246175187,4.296298656242177e-5
2,6,-1252.6428895572571,-704.4948628856125,true,3.262411184794681e-10,19.999449420793205,0.012915864979712421,0.03101163246175187,4.296298656242177e-5
2,7,1156.8716062552294,542.540860626038,true,3.262411184794681e-10,19.999449420793205,0.012915864979712421,0.03101163246175187,4.296298656242177e-5
2,8,-803.3312797492059,1012.021910432284,true,3.262411184794681e-10,19.999449420793205,0.012915864979712421,0.03101163246175187,4.296298656242177e-5
2,9,-1175.1726283351113,1483.3485423408215,true,3.262411184794681e-10,19.999449420793205,0.012915864979712421,0.03101163246175187,4.296298656242177e-5
2,10,35.12532908676062,611.823814958439,true,3.262411184794681e-10,19.999449420793205,0.012915864979712421,0.03101163246175187,4.296298656242177e-5
2,11,401.04657587442915,-1792.9342381623073,true,3.262411184794681e-10,19.999449420793205,0.012915864979712421,0.03101163246175187,4.296298656242177e-5
2,12,-1616.1196792378357,157.56097704451594,true,3.262411184794681e-10,19.999449420793205,0.012915864979712421,0.03101163246175187,4.296298656242177e-5
2,13,-1688.4800204141507,-1.2157384464628371,true,3.262411184794681e-10,19.999449420793205,0.012915864979712421,0.03101163246175187,4.296298656242177e-5
2,14,-1685.2627708797752,-282.77823695730774,true,3.262411184794681e-10,19.999449420793205,0.012915864979712421,0.03101163246175187,4.296298656242177e-5
2,15,-786.0574812481657,-1247.2400487207792,true,3.262411184794681e-10,19.999449420793205,0.012915864979712421,0.03101163246175187,4.296298656242177e-5
2,16,952.8349386686143,89.15487821404528,true,3.262411184794681e-10,19.999449420793205,0.012915864979712421,0.03101163246175187,4.296298656242177e-5
2,17,1023.6062985198213,1147.4097640461534,true,3.262411184794681e-10,19.999449420793205,0.012915864979712421,0.03101163246175187,4.296298656242177e-5
2,18,803.12645877156,-1514.4278303090396,true,3.262411184794681e-10,19.999449420793205,0.012915864979712421,0.03101163246175187,4.296298656242177e-5
2,19,1716.7847768040401,-1763.9620902295494,true,3.262411184794681e-10,19.999449420793205,0.012915864979712421,0.03101163246175187,4.296298656242177e-5
2,20,1949.5165955186978,-1612.2570709819768,true,3.262411184794681e-10,19.999449420793205,0.012915864979712421,0.03101163246175187,4.296298656242177e-5
